,time,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,cloud_cover_mean,surface_pressure_mean,temperature_2m_mean
2083,2022-05-16,16.4,36.0,81,50,1012.5,19.4
2084,2022-05-17,14.8,32.4,188,15,1012.0,20.1
2085,2022-05-18,19.9,42.5,139,43,1011.9,21.9
2086,2022-05-19,16.3,35.6,121,41,1016.7,20.7
2087,2022-05-20,20.2,41.0,114,48,1018.1,20.5
2088,2022-05-21,13.2,31.3,86,44,1013.5,21.4
2089,2022-05-22,14.4,32.8,87,69,1005.5,21.2
2090,2022-05-23,22.8,43.2,343,60,1000.9,22.3
2091,2022-05-24,19.8,38.2,309,98,1003.1,20.5
2092,2022-05-25,26.5,47.2,353,92,1007.1,21.3
2093,2022-05-26,27.3,49.0,355,8,1013.4,22.5
2094,2022-05-27,22.3,43.6,360,24,1012.0,24.3
2095,2022-05-28,23.0,44.6,3,33,1005.7,23.7
2096,2022-05-29,24.9,47.2,10,0,1000.6,21.7
2097,2022-05-30,16.2,29.5,40,45,1001.2,20.0
2098,2022-05-31,15.8,35.6,197,55,1006.6,20.3
2099,2022-06-01,15.9,34.6,166,30,1007.9,20.1
2100,2022-06-02,18.4,39.6,97,77,1008.2,21.5
2101,2022-06-03,19.1,41.8,113,57,1007.7,22.5
2102,2022-06-04,17.8,37.4,127,60,1008.3,23.2
2103,2022-06-05,21.1,41.8,313,5,1008.8,24.6
2104,2022-06-06,21.4,43.9,246,47,1010.6,23.8
2105,2022-06-07,23.0,43.9,315,46,1009.3,24.0
2106,2022-06-08,32.9,55.8,304,86,1006.1,21.4
2107,2022-06-09,32.6,71.6,319,47,1009.3,21.3
2108,2022-06-10,22.0,42.8,0,7,1012.0,24.4
2109,2022-06-11,18.0,34.6,3,16,1012.6,26.4
2110,2022-06-12,18.4,37.8,216,50,1012.4,25.3
2111,2022-06-13,16.5,34.9,348,42,1010.1,27.2
2112,2022-06-14,18.2,37.4,25,41,1009.1,26.6
2113,2022-06-15,17.0,42.1,125,57,1010.3,24.7
2114,2022-06-16,15.2,32.4,197,34,1010.5,26.4
2115,2022-06-17,18.4,34.2,3,49,1011.0,29.6
2116,2022-06-18,14.6,32.4,129,2,1011.0,25.4
2117,2022-06-19,22.7,45.0,140,4,1007.2,24.2
2118,2022-06-20,21.9,44.6,139,16,1006.4,23.9
2119,2022-06-21,21.7,45.7,128,94,1004.7,24.2
2120,2022-06-22,29.5,57.2,150,69,1003.8,23.2
2121,2022-06-23,28.2,54.0,104,64,1004.5,22.4
2122,2022-06-24,18.4,36.0,282,25,1005.1,23.6
2123,2022-06-25,18.6,38.2,143,30,1005.6,22.5
2124,2022-06-26,18.6,38.5,133,51,1004.8,23.8
2125,2022-06-27,22.0,41.8,338,61,1007.1,24.7
2126,2022-06-28,23.5,45.7,338,31,1008.0,25.0
2127,2022-06-29,18.5,36.7,243,6,1006.5,24.5
2128,2022-06-30,20.9,43.2,255,81,1005.2,23.3
2129,2022-07-01,20.9,40.0,6,23,1009.9,23.5
2130,2022-07-02,18.1,39.6,297,3,1011.9,24.4
2131,2022-07-03,17.0,34.9,182,29,1010.6,24.8
2132,2022-07-04,13.9,32.0,353,50,1009.3,28.1
2133,2022-07-05,25.6,46.8,9,17,1010.8,28.0
2134,2022-07-06,25.5,45.4,10,81,1011.7,27.8
2135,2022-07-07,27.8,51.1,350,8,1012.3,27.3
2136,2022-07-08,27.5,49.3,2,1,1014.2,27.2
2137,2022-07-09,21.3,40.7,8,0,1013.5,27.9
2138,2022-07-10,24.3,45.4,14,0,1009.9,28.9
2139,2022-07-11,20.1,42.1,68,0,1009.3,25.9
2140,2022-07-12,20.2,40.7,177,3,1011.7,25.7
2141,2022-07-13,16.1,37.4,145,6,1013.7,25.6
2142,2022-07-14,16.2,34.6,184,30,1012.4,24.9
2143,2022-07-15,19.5,36.7,197,10,1008.0,29.6
2144,2022-07-16,18.3,33.5,10,2,1008.5,30.7
2145,2022-07-17,19.5,41.0,50,4,1011.3,28.6
2146,2022-07-18,16.0,35.6,122,1,1012.0,28.8
2147,2022-07-19,16.2,35.3,149,2,1010.7,26.8
2148,2022-07-20,22.4,45.7,263,11,1010.9,27.8
2149,2022-07-21,17.6,35.3,299,0,1010.8,29.6
2150,2022-07-22,17.5,37.4,136,27,1009.0,27.9
2151,2022-07-23,15.8,32.8,268,29,1009.3,29.8
2152,2022-07-24,17.8,36.4,258,0,1009.4,28.6
2153,2022-07-25,27.4,53.3,295,33,1007.7,28.3
2154,2022-07-26,26.8,49.3,315,2,1007.1,28.3
2155,2022-07-27,22.0,42.1,307,0,1005.5,26.9
2156,2022-07-28,18.8,46.4,225,38,1005.9,25.8
2157,2022-07-29,18.6,36.4,327,49,1008.2,24.8
2158,2022-07-30,21.9,41.0,321,9,1009.8,27.9
2159,2022-07-31,17.9,36.0,328,1,1009.5,29.4
2160,2022-08-01,18.6,40.0,334,10,1007.8,30.8
2161,2022-08-02,19.7,40.0,339,15,1007.4,30.3
2162,2022-08-03,14.9,33.5,132,1,1008.1,26.5
2163,2022-08-04,14.4,32.4,171,31,1008.2,25.6
2164,2022-08-05,15.3,35.3,219,52,1007.9,28.2
2165,2022-08-06,22.1,38.9,3,22,1008.2,30.4
2166,2022-08-07,22.9,45.4,6,2,1007.7,28.8
2167,2022-08-08,17.2,32.0,341,0,1008.4,29.0
2168,2022-08-09,17.7,34.2,290,25,1010.0,28.3
2169,2022-08-10,15.4,33.5,143,23,1010.1,26.3
2170,2022-08-11,16.9,35.3,164,28,1009.3,25.8
2171,2022-08-12,14.7,30.6,123,34,1005.3,27.1
2172,2022-08-13,19.8,40.0,165,38,1004.2,26.1
2173,2022-08-14,17.1,41.0,41,72,1002.5,24.3
2174,2022-08-15,16.5,34.9,289,18,1001.2,24.2
2175,2022-08-16,20.0,39.2,136,27,1001.7,23.9
2176,2022-08-17,18.2,33.1,36,81,1002.9,21.2
2177,2022-08-18,23.5,41.0,315,90,1004.9,21.3
2178,2022-08-19,26.3,47.2,307,33,1008.5,23.9
2179,2022-08-20,18.7,31.3,333,21,1009.5,25.4
2180,2022-08-21,18.6,32.0,330,66,1007.2,24.5
2181,2022-08-22,24.8,45.7,323,29,1005.7,25.7
2182,2022-08-23,21.0,37.4,352,34,1006.0,27.0
2183,2022-08-24,15.1,32.4,64,42,1007.2,24.9
2184,2022-08-25,14.7,29.2,191,72,1007.6,23.9
2185,2022-08-26,16.6,29.9,353,36,1005.6,27.5
2186,2022-08-27,22.0,38.9,349,17,1004.5,25.5
2187,2022-08-28,16.5,33.8,259,8,1006.3,24.9
2188,2022-08-29,17.0,35.3,108,45,1009.1,24.0
2189,2022-08-30,16.2,29.9,73,52,1009.3,25.0
2190,2022-08-31,16.6,32.8,348,72,1008.3,24.7
2191,2022-09-01,15.9,33.1,252,55,1006.4,25.2
2192,2022-09-02,12.6,33.5,86,75,1005.7,22.6
2193,2022-09-03,15.3,31.0,62,49,1006.5,21.9
2194,2022-09-04,17.7,32.4,51,41,1010.4,22.2
2195,2022-09-05,18.5,36.7,104,62,1012.8,23.0
2196,2022-09-06,12.0,29.2,66,60,1010.0,23.4
2197,2022-09-07,18.8,34.6,37,94,1007.0,22.0
2198,2022-09-08,15.1,30.2,282,73,1006.9,21.6
2199,2022-09-09,19.7,36.4,297,32,1009.5,21.1
2200,2022-09-10,15.5,33.8,281,48,1011.2,20.3
2201,2022-09-11,18.0,34.6,354,1,1009.7,21.0
2202,2022-09-12,11.7,25.6,72,48,1007.8,20.9
2203,2022-09-13,26.7,49.3,129,96,1005.4,23.7
2204,2022-09-14,24.5,48.6,81,93,1002.4,21.0
2205,2022-09-15,18.9,33.5,310,23,1003.2,23.2
2206,2022-09-16,22.8,43.2,308,26,1003.9,22.8
2207,2022-09-17,25.1,45.0,359,7,1008.0,18.2
2208,2022-09-18,25.7,45.0,6,31,1010.1,17.4
2209,2022-09-19,24.0,42.8,11,24,1009.2,18.9
2210,2022-09-20,20.3,39.2,14,0,1010.7,18.8
2211,2022-09-21,21.5,41.4,14,2,1011.6,18.5
2212,2022-09-22,19.5,36.4,34,9,1012.6,17.6
2213,2022-09-23,18.1,36.0,131,66,1011.6,18.3
2214,2022-09-24,37.6,68.0,12,80,1005.5,18.2
2215,2022-09-25,17.1,31.3,325,61,1005.7,17.7
2216,2022-09-26,24.3,45.0,303,38,1004.2,16.8
2217,2022-09-27,27.4,49.3,292,84,1002.2,17.1
2218,2022-09-28,28.5,55.1,269,90,999.0,18.3
2219,2022-09-29,19.9,36.4,286,95,995.7,17.4
2220,2022-09-30,19.8,36.0,340,60,1002.7,15.3
2221,2022-10-01,20.1,36.4,267,77,1014.2,16.1
2222,2022-10-02,24.1,40.3,295,63,1016.9,20.8
2223,2022-10-03,19.3,36.4,354,61,1014.3,19.7
2224,2022-10-04,14.8,27.0,1,0,1014.2,18.0
2225,2022-10-05,10.9,25.6,59,61,1018.4,16.8
2226,2022-10-06,11.8,25.6,19,45,1020.4,18.4
2227,2022-10-07,12.9,21.6,30,74,1017.2,18.0
2228,2022-10-08,9.7,25.2,1,93,1013.0,17.2
2229,2022-10-09,17.1,29.2,42,80,1011.4,17.1
2230,2022-10-10,10.2,23.4,94,53,1012.1,17.3
2231,2022-10-11,10.5,22.7,279,70,1013.6,17.0
2232,2022-10-12,12.2,24.5,358,76,1014.1,17.8
2233,2022-10-13,14.6,24.1,299,75,1014.4,16.7
2234,2022-10-14,22.3,40.3,274,78,1012.1,19.0
2235,2022-10-15,14.0,28.8,241,14,1009.5,17.5
2236,2022-10-16,26.3,47.9,124,79,1012.2,19.7
2237,2022-10-17,24.0,46.4,123,78,1018.9,19.4
2238,2022-10-18,10.0,19.4,83,60,1020.1,18.6
2239,2022-10-19,14.0,27.4,112,97,1014.8,19.1
2240,2022-10-20,27.6,51.5,141,100,1010.6,19.8
2241,2022-10-21,31.1,54.7,142,100,1006.1,20.3
2242,2022-10-22,14.0,27.0,48,68,1008.5,18.9
2243,2022-10-23,23.4,46.1,127,95,1009.0,20.2
2244,2022-10-24,16.9,32.4,105,93,1008.5,20.2
2245,2022-10-25,11.6,21.6,41,87,1010.9,18.1
2246,2022-10-26,15.9,27.4,69,79,1012.9,19.7
2247,2022-10-27,11.8,23.8,83,86,1018.4,19.5
2248,2022-10-28,9.5,18.4,44,78,1019.8,18.4
2249,2022-10-29,9.6,18.7,30,89,1017.5,16.5
2250,2022-10-30,13.1,29.9,80,94,1015.0,17.6
2251,2022-10-31,28.3,50.4,132,91,1013.3,18.6
2252,2022-11-01,23.4,42.8,256,35,1013.7,18.7
2253,2022-11-02,10.8,18.4,336,50,1016.7,15.2
2254,2022-11-03,22.7,38.9,351,94,1008.8,13.2
2255,2022-11-04,28.0,50.0,287,59,1005.2,12.5
2256,2022-11-05,23.6,40.7,323,21,1010.9,11.7
2257,2022-11-06,11.2,18.4,333,59,1010.9,10.3
2258,2022-11-07,12.0,18.0,26,34,1012.3,11.4
2259,2022-11-08,26.4,46.1,126,82,1009.7,15.6
2260,2022-11-09,23.0,40.3,145,99,1008.4,17.4
2261,2022-11-10,19.9,37.1,354,29,1016.6,14.7
2262,2022-11-11,16.6,28.1,31,41,1023.5,14.8
2263,2022-11-12,9.7,16.9,11,60,1022.1,14.1
2264,2022-11-13,15.9,27.4,124,92,1014.6,13.7
2265,2022-11-14,20.4,37.1,120,99,1011.3,14.9
2266,2022-11-15,15.3,36.0,42,97,1003.3,15.2
2267,2022-11-16,13.1,24.1,278,56,999.2,12.9
2268,2022-11-17,17.4,35.6,251,69,996.6,14.0
2269,2022-11-18,20.4,38.2,289,45,1000.9,11.9
2270,2022-11-19,19.3,33.8,316,39,1003.2,10.4
2271,2022-11-20,24.6,41.8,305,34,1009.0,10.0
2272,2022-11-21,22.4,37.4,328,100,1002.7,8.2
2273,2022-11-22,30.2,54.0,290,83,997.8,10.1
2274,2022-11-23,18.3,33.8,264,73,1000.3,10.5
2275,2022-11-24,15.5,26.6,286,54,1010.0,11.3
2276,2022-11-25,20.9,40.0,328,52,1012.5,10.9
2277,2022-11-26,18.4,31.0,342,70,1019.8,10.2
2278,2022-11-27,14.1,23.4,36,90,1018.3,9.1
2279,2022-11-28,25.4,43.2,7,100,1009.6,9.7
2280,2022-11-29,16.6,29.5,314,8,1009.3,8.4
2281,2022-11-30,18.9,34.9,352,10,1010.1,7.4
2282,2022-12-01,17.7,31.3,14,46,1011.0,7.9
2283,2022-12-02,16.2,28.1,5,45,1009.8,6.1
2284,2022-12-03,23.4,50.0,16,93,1002.6,6.8
2285,2022-12-04,16.5,37.1,343,54,1003.3,7.2
2286,2022-12-05,12.6,22.3,2,16,1011.2,4.7
2287,2022-12-06,13.4,22.0,4,72,1009.4,5.7
2288,2022-12-07,16.2,27.0,3,28,1007.6,4.6
2289,2022-12-08,20.6,40.7,10,67,1002.5,3.8
2290,2022-12-09,20.5,35.3,6,64,992.6,8.6
2291,2022-12-10,16.1,31.0,343,54,998.1,6.1
2292,2022-12-11,12.7,24.5,343,45,1001.6,0.6
2293,2022-12-12,22.6,38.9,8,72,1001.4,0.6
2294,2022-12-13,22.0,37.8,8,100,997.4,4.8
2295,2022-12-14,17.7,29.9,347,86,996.6,8.6
2296,2022-12-15,20.7,36.4,14,82,992.0,9.0
2297,2022-12-16,17.9,29.9,16,68,999.1,7.1
2298,2022-12-17,15.5,28.4,355,3,1011.2,3.2
2299,2022-12-18,19.7,33.1,42,58,1020.7,5.2
2300,2022-12-19,26.2,49.0,138,93,1021.3,13.4
2301,2022-12-20,25.6,45.4,136,93,1016.7,14.1
2302,2022-12-21,17.7,31.3,336,69,1011.8,13.6
2303,2022-12-22,15.1,25.2,264,90,1013.5,12.2
2304,2022-12-23,18.2,30.6,269,94,1011.8,14.7
2305,2022-12-24,14.1,24.1,285,61,1011.7,12.7
2306,2022-12-25,20.9,35.3,54,87,1012.1,11.3
2307,2022-12-26,14.7,25.2,22,76,1017.6,13.1
2308,2022-12-27,12.2,23.0,322,29,1021.8,10.6
2309,2022-12-28,13.0,21.2,13,60,1018.0,8.3
2310,2022-12-29,13.5,23.4,19,96,1012.6,11.1
2311,2022-12-30,11.0,19.8,13,100,1012.9,10.1
2312,2022-12-31,18.6,36.4,70,83,1017.6,12.0
2313,2023-01-01,22.8,42.5,119,95,1019.6,14.0
2314,2023-01-02,28.3,51.1,128,99,1018.7,13.7
2315,2023-01-03,13.6,23.4,14,77,1021.8,11.3
2316,2023-01-04,11.0,17.6,319,28,1024.4,8.2
2317,2023-01-05,13.9,24.5,301,12,1019.8,11.2
2318,2023-01-06,11.5,19.4,8,25,1017.6,9.2
2319,2023-01-07,19.9,36.7,81,71,1013.3,10.4
2320,2023-01-08,11.4,19.8,7,91,1004.0,10.4
2321,2023-01-09,34.2,60.5,289,59,1007.0,9.5
2322,2023-01-10,26.8,52.2,297,62,1018.3,9.4
2323,2023-01-11,21.7,37.1,305,79,1016.6,8.5
2324,2023-01-12,14.4,26.6,267,79,1019.1,8.8
2325,2023-01-13,22.1,40.3,285,79,1016.9,10.6
2326,2023-01-14,14.3,27.4,315,85,1016.2,7.8
2327,2023-01-15,18.3,34.2,310,94,1009.8,7.9
2328,2023-01-16,24.3,44.3,252,88,997.2,7.5
2329,2023-01-17,26.4,47.9,277,84,983.8,7.1
2330,2023-01-18,23.4,44.3,295,66,991.7,5.1
2331,2023-01-19,19.1,36.4,305,68,1002.5,3.9
2332,2023-01-20,25.7,46.1,342,34,1006.9,3.8
2333,2023-01-21,25.9,47.9,333,25,1010.4,3.6
2334,2023-01-22,31.3,56.9,337,50,1014.2,2.2
2335,2023-01-23,22.0,40.0,334,59,1015.3,2.5
2336,2023-01-24,21.1,38.2,355,48,1019.3,3.5
2337,2023-01-25,21.0,35.6,352,27,1018.7,4.1
2338,2023-01-26,15.1,25.2,329,25,1010.4,3.0
2339,2023-01-27,24.6,45.0,343,26,1008.1,1.6
2340,2023-01-28,24.4,44.3,348,45,1012.6,2.6
2341,2023-01-29,11.9,19.4,337,17,1018.7,1.9
2342,2023-01-30,17.6,29.5,305,42,1018.8,2.5
2343,2023-01-31,21.1,38.9,327,25,1019.7,6.8
2344,2023-02-01,17.0,32.0,333,18,1020.5,6.1
2345,2023-02-02,19.4,36.0,340,18,1022.2,6.0
2346,2023-02-03,19.4,32.4,336,3,1023.1,7.0
2347,2023-02-04,30.5,54.0,331,25,1020.7,9.0
2348,2023-02-05,25.7,45.0,349,25,1024.5,8.4
2349,2023-02-06,28.2,50.4,23,28,1023.4,7.5
2350,2023-02-07,22.9,42.1,38,57,1023.2,5.2
2351,2023-02-08,15.1,28.1,55,5,1025.0,4.0
2352,2023-02-09,11.2,21.2,328,17,1026.7,3.7
2353,2023-02-10,11.5,19.8,355,0,1029.7,3.1
2354,2023-02-11,13.0,23.8,14,3,1028.9,3.8
2355,2023-02-12,11.3,14.8,335,0,1027.4,2.7
2356,2023-02-13,7.2,13.3,336,0,1028.9,3.8
2357,2023-02-14,9.8,20.9,31,14,1027.6,4.7
2358,2023-02-15,12.4,22.7,46,91,1024.0,7.2
2359,2023-02-16,10.0,22.7,278,49,1023.6,5.4
2360,2023-02-17,9.5,17.6,352,12,1023.9,6.5
2361,2023-02-18,9.7,20.2,268,5,1022.5,8.7
2362,2023-02-19,12.7,20.9,3,2,1019.3,10.2
2363,2023-02-20,12.4,24.8,345,9,1019.2,9.0
2364,2023-02-21,10.0,21.6,59,76,1014.7,8.8
2365,2023-02-22,11.7,20.9,359,79,1010.6,10.3
2366,2023-02-23,23.6,43.6,97,80,1006.3,9.3
2367,2023-02-24,28.5,49.0,150,81,1001.7,10.7
2368,2023-02-25,26.8,47.5,7,85,996.8,9.2
2369,2023-02-26,32.4,58.3,340,36,995.6,6.0
2370,2023-02-27,23.4,39.2,352,96,1004.6,4.1
2371,2023-02-28,24.2,40.7,356,98,1010.5,4.9
2372,2023-03-01,14.3,24.1,342,82,1009.0,5.7
2373,2023-03-02,14.7,26.3,322,87,1009.2,6.0
2374,2023-03-03,15.9,27.0,342,41,1010.5,7.0
2375,2023-03-04,13.1,26.3,337,12,1012.1,8.3
2376,2023-03-05,14.3,25.6,333,0,1007.4,7.6
2377,2023-03-06,21.0,37.8,302,0,1002.0,7.0
2378,2023-03-07,13.0,24.5,265,47,1000.4,5.5
2379,2023-03-08,11.0,21.6,334,90,1000.7,8.0
2380,2023-03-09,12.6,20.2,270,91,1001.4,11.7
2381,2023-03-10,26.8,51.5,265,82,1002.5,12.7
2382,2023-03-11,35.6,63.7,273,88,1002.1,15.3
2383,2023-03-12,15.7,31.3,298,69,1009.7,15.1
2384,2023-03-13,24.1,45.0,89,84,1005.7,13.0
2385,2023-03-14,29.2,58.7,291,59,1004.8,12.4
2386,2023-03-15,16.6,33.1,335,54,1010.5,11.5
2387,2023-03-16,21.4,40.7,84,40,1011.1,10.1
2388,2023-03-17,27.7,51.1,132,77,1011.3,12.2
2389,2023-03-18,17.4,36.0,91,68,1009.5,10.3
2390,2023-03-19,15.0,28.8,261,50,1012.2,11.9
2391,2023-03-20,15.0,25.6,336,38,1013.5,12.1
2392,2023-03-21,12.3,25.6,237,97,1011.4,10.4
2393,2023-03-22,12.1,25.9,148,51,1009.1,11.7
2394,2023-03-23,19.4,34.6,105,100,1009.1,13.0
2395,2023-03-24,15.6,28.8,72,82,1008.3,14.2
2396,2023-03-25,20.3,38.2,266,52,1012.5,13.3
2397,2023-03-26,40.8,71.6,292,62,1006.3,12.4
2398,2023-03-27,36.7,65.5,331,28,1011.5,12.6
2399,2023-03-28,19.1,37.8,357,47,1018.1,9.7
2400,2023-03-29,12.3,27.4,55,76,1016.4,10.6
2401,2023-03-30,16.9,32.4,91,84,1013.6,13.3
2402,2023-03-31,29.8,59.8,292,90,1008.4,13.9
2403,2023-04-01,28.6,52.9,286,73,1007.7,12.7
2404,2023-04-02,29.5,53.6,317,60,1008.1,12.7
2405,2023-04-03,28.4,50.8,359,35,1008.9,13.0
2406,2023-04-04,24.8,45.7,8,6,1008.3,10.3
2407,2023-04-05,13.2,25.6,355,4,1011.2,10.1
2408,2023-04-06,12.0,26.6,313,48,1012.2,10.9
2409,2023-04-07,14.4,24.1,355,63,1009.3,12.9
2410,2023-04-08,23.5,44.3,20,18,1011.1,13.3
2411,2023-04-09,17.5,34.6,320,57,1012.8,14.0
2412,2023-04-10,19.0,38.5,146,96,1014.5,12.3
2413,2023-04-11,22.1,37.4,291,97,1012.5,16.2
2414,2023-04-12,26.1,45.4,292,86,1004.0,13.4
2415,2023-04-13,27.4,52.6,292,50,1004.8,10.5
2416,2023-04-14,21.3,38.5,269,80,1004.4,11.2
2417,2023-04-15,38.2,69.5,307,57,1005.3,14.1
2418,2023-04-16,25.7,47.2,340,42,1010.1,15.2
2419,2023-04-17,29.1,52.2,6,54,1009.1,14.4
2420,2023-04-18,16.0,31.3,23,2,1008.2,14.0
2421,2023-04-19,12.3,25.6,327,6,1008.7,14.1
2422,2023-04-20,14.1,30.2,59,27,1002.9,13.7
2423,2023-04-21,26.8,50.0,122,90,1003.6,14.3
2424,2023-04-22,23.1,43.9,134,91,1006.2,15.3
2425,2023-04-23,18.6,34.9,325,74,1006.0,14.6
2426,2023-04-24,24.5,45.7,284,73,1007.4,15.5
2427,2023-04-25,21.2,39.6,304,96,1006.7,16.6
2428,2023-04-26,18.4,36.7,241,76,1008.5,15.9
2429,2023-04-27,15.4,25.9,248,96,1009.5,18.1
2430,2023-04-28,14.9,31.7,111,95,1011.4,15.6
2431,2023-04-29,13.5,25.6,360,98,1007.4,18.5
2432,2023-04-30,16.9,33.1,313,65,1007.1,19.4
2433,2023-05-01,24.4,46.1,325,17,1008.4,17.7
2434,2023-05-02,27.4,51.1,352,5,1010.1,18.6
2435,2023-05-03,19.7,40.0,44,3,1011.4,17.8
2436,2023-05-04,16.6,36.0,121,58,1013.3,16.3
2437,2023-05-05,15.0,32.8,140,68,1012.4,16.2
2438,2023-05-06,14.3,32.8,154,82,1009.6,16.5
2439,2023-05-07,15.0,28.4,312,76,1010.3,18.7
2440,2023-05-08,22.5,41.4,344,41,1012.0,20.4
2441,2023-05-09,20.0,35.6,284,90,1010.3,17.5
2442,2023-05-10,27.5,51.1,311,16,1009.9,17.1
2443,2023-05-11,23.0,40.7,309,35,1008.0,16.7
2444,2023-05-12,27.1,50.0,310,62,1006.5,13.9
2445,2023-05-13,14.3,28.8,336,69,1008.8,14.8
2446,2023-05-14,16.0,32.0,325,56,1007.5,15.7
2447,2023-05-15,26.3,47.9,337,43,1004.9,18.4
2448,2023-05-16,32.2,58.3,339,59,1004.0,17.1
2449,2023-05-17,33.5,60.1,355,46,1007.5,16.3
2450,2023-05-18,18.2,34.9,2,61,1010.5,15.7
2451,2023-05-19,13.1,31.3,341,94,1009.4,15.9
2452,2023-05-20,11.6,20.2,321,94,1006.2,16.1
2453,2023-05-21,13.2,22.0,321,100,1005.7,16.6
2454,2023-05-22,15.5,29.5,341,35,1006.6,18.8
2455,2023-05-23,23.5,41.4,6,29,1007.4,19.8
2456,2023-05-24,19.0,35.6,355,41,1007.2,20.1
2457,2023-05-25,18.7,31.7,34,72,1009.7,17.8
2458,2023-05-26,14.1,24.1,3,7,1012.8,20.4
2459,2023-05-27,13.3,29.2,236,2,1010.1,21.1
2460,2023-05-28,15.4,32.0,173,13,1007.0,19.5
2461,2023-05-29,14.0,31.0,17,48,1006.8,19.5
2462,2023-05-30,12.6,27.4,327,39,1008.0,21.5
2463,2023-05-31,12.1,29.2,49,61,1008.3,20.2
2464,2023-06-01,14.1,26.3,36,60,1008.7,21.0
2465,2023-06-02,12.0,25.9,359,72,1006.9,20.3
2466,2023-06-03,15.2,34.6,159,32,1007.6,19.8
2467,2023-06-04,16.5,36.0,171,52,1008.6,19.9
2468,2023-06-05,15.1,32.0,232,45,1008.1,20.8
2469,2023-06-06,13.6,29.2,178,77,1008.5,20.8
2470,2023-06-07,17.3,36.7,157,74,1008.5,21.4
2471,2023-06-08,20.7,44.3,145,82,1006.6,21.6
2472,2023-06-09,24.0,45.4,139,100,1004.1,20.3
2473,2023-06-10,11.7,25.9,326,30,1004.9,21.8
2474,2023-06-11,12.3,26.3,328,61,1005.4,23.6
2475,2023-06-12,19.1,38.2,355,75,1004.8,22.6
2476,2023-06-13,11.9,25.2,18,95,1001.9,20.4
2477,2023-06-14,10.5,31.0,358,56,1003.5,21.9
2478,2023-06-15,24.6,41.8,316,26,1007.8,24.4
2479,2023-06-16,24.8,46.1,333,37,1008.8,25.1
2480,2023-06-17,15.0,29.5,332,68,1007.2,25.2
2481,2023-06-18,22.1,44.3,128,80,1007.3,22.8
2482,2023-06-19,17.6,41.0,108,77,1007.8,22.9
2483,2023-06-20,26.9,51.5,113,87,1006.2,23.0
2484,2023-06-21,17.5,35.6,98,95,1008.1,24.7
2485,2023-06-22,19.5,36.4,319,63,1009.7,23.5
2486,2023-06-23,20.4,39.2,342,48,1014.1,25.2
2487,2023-06-24,22.2,42.8,351,22,1011.4,25.7
2488,2023-06-25,16.9,36.0,226,7,1009.9,25.2
2489,2023-06-26,22.9,41.0,328,17,1009.7,29.6
2490,2023-06-27,16.1,30.2,344,16,1009.6,27.4
2491,2023-06-28,13.2,28.8,346,20,1007.3,26.8
2492,2023-06-29,23.7,38.9,218,27,1007.4,25.9
2493,2023-06-30,28.9,51.8,302,69,1007.8,23.1
2494,2023-07-01,29.7,55.1,296,50,1007.3,22.4
2495,2023-07-02,28.9,51.5,311,7,1007.7,24.7
2496,2023-07-03,20.5,40.3,304,5,1008.6,25.0
2497,2023-07-04,22.3,43.6,268,12,1008.5,24.8
2498,2023-07-05,18.6,40.7,291,58,1009.4,25.1
2499,2023-07-06,17.0,36.0,324,74,1008.3,25.9
2500,2023-07-07,19.5,40.7,153,41,1010.3,24.4
2501,2023-07-08,16.8,36.4,170,8,1010.8,26.0
2502,2023-07-09,17.6,37.4,165,23,1012.6,26.2
2503,2023-07-10,18.3,37.8,185,4,1012.8,27.8
2504,2023-07-11,20.7,42.8,158,18,1009.7,25.2
2505,2023-07-12,19.2,40.0,224,48,1007.3,27.2
2506,2023-07-13,18.7,33.5,319,24,1009.9,27.1
2507,2023-07-14,19.6,41.0,161,40,1009.0,24.5
2508,2023-07-15,24.8,48.6,138,13,1007.2,25.4
2509,2023-07-16,18.4,36.0,353,19,1008.7,26.6
2510,2023-07-17,16.7,35.3,147,3,1011.0,27.0
2511,2023-07-18,17.0,37.1,134,36,1010.2,26.3
2512,2023-07-19,21.7,52.9,307,55,1007.4,29.6
2513,2023-07-20,17.5,35.3,296,3,1005.2,27.5
2514,2023-07-21,24.2,44.6,310,17,1004.4,27.0
2515,2023-07-22,21.0,40.7,263,41,1008.9,26.0
2516,2023-07-23,18.3,39.6,149,15,1008.1,25.0
2517,2023-07-24,24.1,43.2,336,57,1002.7,26.1
2518,2023-07-25,32.0,59.4,308,65,1004.3,23.5
2519,2023-07-26,28.0,50.8,315,34,1008.7,23.3
2520,2023-07-27,20.2,41.0,198,19,1007.6,23.3
2521,2023-07-28,15.3,32.4,210,58,1006.9,24.5
2522,2023-07-29,14.0,32.0,162,68,1006.8,24.0
2523,2023-07-30,25.4,45.4,307,29,1009.2,26.5
2524,2023-07-31,21.4,43.2,286,8,1008.2,25.2
2525,2023-08-01,28.2,53.3,295,54,1004.4,25.6
2526,2023-08-02,21.7,43.9,240,5,1002.4,25.8
2527,2023-08-03,25.2,49.0,308,35,1004.4,24.7
2528,2023-08-04,32.1,62.6,309,28,1007.1,22.0
2529,2023-08-05,29.8,56.9,313,14,1008.7,22.6
2530,2023-08-06,32.1,59.4,311,11,1009.6,21.7
2531,2023-08-07,17.3,35.3,345,17,1011.8,22.8
