,time,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,cloud_cover_mean,surface_pressure_mean,temperature_2m_mean
2982,2024-10-31,16.4,27.4,17,5,1017.1,16.6
2983,2024-11-01,12.9,21.6,11,0,1017.0,15.4
2984,2024-11-02,11.8,20.9,23,5,1016.0,14.1
2985,2024-11-03,12.4,20.5,29,0,1018.4,13.7
2986,2024-11-04,11.2,22.3,45,44,1018.1,13.8
2987,2024-11-05,11.7,22.3,60,93,1017.6,15.4
2988,2024-11-06,8.4,18.0,18,45,1019.2,15.0
2989,2024-11-07,12.0,24.1,34,53,1019.9,14.4
2990,2024-11-08,12.2,24.5,32,67,1017.2,14.2
2991,2024-11-09,16.7,33.5,11,100,1016.3,13.9
2992,2024-11-10,13.1,22.3,330,25,1015.5,14.5
2993,2024-11-11,9.9,19.1,348,21,1017.0,11.8
2994,2024-11-12,23.2,50.0,5,73,1014.1,10.5
2995,2024-11-13,21.9,45.4,22,39,1015.9,10.1
2996,2024-11-14,21.7,46.8,8,44,1015.5,7.7
2997,2024-11-15,15.1,30.2,12,0,1016.7,8.5
2998,2024-11-16,12.0,27.7,12,64,1015.7,7.5
2999,2024-11-17,18.4,36.4,307,57,1011.1,10.2
3000,2024-11-18,14.6,32.4,305,74,1010.5,10.7
3001,2024-11-19,16.8,31.0,276,84,1007.4,10.2
3002,2024-11-20,20.9,44.6,267,99,1002.7,12.1
3003,2024-11-21,31.8,59.8,265,93,999.4,8.6
3004,2024-11-22,27.9,61.9,308,30,1005.1,7.9
3005,2024-11-23,18.2,34.9,16,62,1018.9,5.1
3006,2024-11-24,28.8,59.4,145,90,1018.8,14.5
3007,2024-11-25,31.9,66.6,142,95,1013.6,15.7
3008,2024-11-26,20.4,38.5,310,85,1014.6,12.7
3009,2024-11-27,6.5,14.8,293,26,1016.4,9.4
3010,2024-11-28,9.3,16.6,338,18,1018.0,8.6
3011,2024-11-29,13.9,31.0,6,22,1017.7,9.9
3012,2024-11-30,9.5,20.9,13,19,1020.9,7.7
3013,2024-12-01,9.9,18.7,11,62,1018.6,9.7
3014,2024-12-02,18.2,36.4,293,80,1014.2,10.1
3015,2024-12-03,18.8,35.6,302,53,1013.1,10.1
3016,2024-12-04,17.3,40.3,332,41,1015.1,7.3
3017,2024-12-05,12.9,25.2,312,87,1018.6,6.2
3018,2024-12-06,24.4,54.0,283,71,1014.0,12.2
3019,2024-12-07,31.8,64.1,286,75,1008.2,10.2
3020,2024-12-08,33.8,70.6,296,81,1001.1,8.5
3021,2024-12-09,19.4,51.1,327,72,1003.3,8.4
3022,2024-12-10,11.1,22.7,338,86,1010.1,6.0
3023,2024-12-11,17.6,33.1,17,86,1015.1,5.7
3024,2024-12-12,21.0,40.3,18,34,1017.8,5.7
3025,2024-12-13,20.1,39.2,18,95,1016.8,5.1
3026,2024-12-14,18.1,39.6,303,53,1018.0,7.2
3027,2024-12-15,21.7,46.4,318,7,1024.5,7.1
3028,2024-12-16,12.5,23.4,335,0,1029.9,5.7
3029,2024-12-17,14.9,32.8,13,81,1025.2,6.5
3030,2024-12-18,11.4,21.2,356,76,1020.2,8.8
3031,2024-12-19,22.8,46.4,323,79,1010.4,8.8
3032,2024-12-20,26.1,52.6,310,15,1016.5,7.0
3033,2024-12-21,17.7,38.2,287,52,1019.3,8.0
3034,2024-12-22,34.6,69.8,289,89,1011.6,12.0
3035,2024-12-23,33.8,71.3,315,38,1012.7,7.4
3036,2024-12-24,20.8,43.6,322,27,1017.8,7.6
3037,2024-12-25,12.3,22.3,353,21,1022.1,7.1
3038,2024-12-26,15.4,29.9,15,2,1023.4,6.2
3039,2024-12-27,11.0,20.5,353,0,1024.4,3.7
3040,2024-12-28,8.4,15.5,333,0,1022.3,2.0
3041,2024-12-29,5.6,11.5,325,0,1021.3,3.2
3042,2024-12-30,7.1,13.3,338,0,1023.0,2.2
3043,2024-12-31,8.8,16.2,3,9,1024.8,1.6
3044,2025-01-01,9.4,18.0,11,78,1024.2,3.1
3045,2025-01-02,13.1,25.6,353,98,1017.3,8.3
3046,2025-01-03,17.2,33.5,345,93,1013.1,9.1
3047,2025-01-04,10.4,20.9,17,89,1013.4,4.8
3048,2025-01-05,22.4,48.6,79,95,1005.5,9.8
3049,2025-01-06,29.7,57.2,145,96,996.8,13.1
3050,2025-01-07,20.5,44.3,286,64,1005.8,9.7
3051,2025-01-08,12.8,25.2,21,61,1005.6,9.9
3052,2025-01-09,25.0,50.0,282,51,1005.5,10.5
3053,2025-01-10,19.2,38.2,295,80,1012.5,8.8
3054,2025-01-11,19.4,39.2,346,68,1011.2,10.1
3055,2025-01-12,25.3,54.0,345,10,1020.0,2.6
3056,2025-01-13,13.5,33.5,320,3,1023.2,1.4
3057,2025-01-14,8.3,15.8,332,20,1023.7,0.1
3058,2025-01-15,18.6,39.2,344,26,1019.2,1.4
3059,2025-01-16,18.5,36.4,13,31,1021.5,4.7
3060,2025-01-17,14.5,28.4,2,1,1024.4,4.2
3061,2025-01-18,11.0,21.2,342,39,1018.3,3.1
3062,2025-01-19,10.4,19.1,357,73,1013.8,5.2
3063,2025-01-20,10.9,20.5,29,94,1011.8,6.0
3064,2025-01-21,19.4,39.6,66,95,1009.2,8.5
3065,2025-01-22,26.3,47.9,108,98,1002.1,11.9
3066,2025-01-23,17.0,34.9,305,47,1005.5,11.7
3067,2025-01-24,14.6,28.1,13,78,1010.9,6.3
3068,2025-01-25,22.4,50.8,120,80,1005.9,12.9
3069,2025-01-26,17.8,34.6,314,73,1008.1,9.5
3070,2025-01-27,16.3,31.3,32,74,997.4,12.6
3071,2025-01-28,21.6,51.8,259,89,999.9,9.7
3072,2025-01-29,17.6,35.6,278,82,1007.0,10.0
3073,2025-01-30,22.2,43.2,111,88,1005.8,10.8
3074,2025-01-31,16.6,32.4,350,60,1017.7,9.3
3075,2025-02-01,19.8,38.9,4,81,1016.2,6.2
3076,2025-02-02,18.9,36.7,6,75,1013.2,7.4
3077,2025-02-03,11.7,27.0,356,4,1016.1,5.5
3078,2025-02-04,8.6,15.8,336,3,1019.7,4.8
3079,2025-02-05,11.9,22.3,355,0,1025.2,4.9
3080,2025-02-06,16.8,33.8,11,0,1023.4,6.4
3081,2025-02-07,29.5,60.8,119,80,1015.6,6.6
3082,2025-02-08,27.3,54.0,130,100,1013.2,7.1
3083,2025-02-09,12.5,27.0,338,87,1018.8,6.4
3084,2025-02-10,13.6,32.0,86,98,1017.5,9.3
3085,2025-02-11,18.4,37.4,127,95,1013.9,11.0
3086,2025-02-12,14.3,27.4,103,83,1010.7,10.4
3087,2025-02-13,13.5,25.6,325,64,1011.2,11.3
3088,2025-02-14,15.2,36.4,9,31,1010.0,9.3
3089,2025-02-15,20.9,41.8,20,29,1010.2,5.8
3090,2025-02-16,10.3,20.2,1,64,1007.4,6.2
3091,2025-02-17,7.6,16.9,308,55,1008.7,7.1
3092,2025-02-18,12.6,29.9,58,85,1011.7,8.4
3093,2025-02-19,16.8,34.2,122,99,1015.4,11.1
3094,2025-02-20,10.2,24.5,210,91,1020.1,10.6
3095,2025-02-21,16.1,35.3,124,99,1019.7,10.6
3096,2025-02-22,26.2,49.3,147,99,1015.5,11.9
3097,2025-02-23,16.8,31.3,15,79,1021.6,11.2
3098,2025-02-24,7.6,20.2,12,90,1020.1,10.4
3099,2025-02-25,21.3,45.0,317,100,1013.0,11.2
3100,2025-02-26,22.0,44.6,308,14,1014.9,10.0
3101,2025-02-27,11.4,27.4,300,78,1013.1,8.6
3102,2025-02-28,18.6,37.4,18,57,1012.9,9.6
3103,2025-03-01,18.5,37.8,19,69,1013.1,7.7
3104,2025-03-02,19.8,37.1,20,64,1017.2,9.4
3105,2025-03-03,14.7,29.5,25,68,1019.0,9.1
3106,2025-03-04,10.0,22.0,30,94,1017.2,9.3
3107,2025-03-05,14.8,35.6,50,42,1017.9,9.1
3108,2025-03-06,23.7,52.9,88,58,1016.2,9.7
3109,2025-03-07,13.7,31.7,77,91,1012.0,10.4
3110,2025-03-08,24.2,52.6,119,99,1005.9,12.4
3111,2025-03-09,44.2,82.1,123,100,996.2,12.3
3112,2025-03-10,18.2,43.9,116,82,995.6,11.4
3113,2025-03-11,22.4,42.1,91,99,995.2,10.5
3114,2025-03-12,14.6,29.5,305,64,991.6,11.0
3115,2025-03-13,16.2,31.3,277,81,991.8,8.2
3116,2025-03-14,16.4,32.4,355,98,993.8,7.7
3117,2025-03-15,19.7,42.8,291,48,1000.6,7.7
3118,2025-03-16,17.5,34.2,279,21,1008.9,7.1
3119,2025-03-17,14.4,28.4,9,29,1011.1,8.1
3120,2025-03-18,26.8,56.9,107,37,1014.5,9.2
3121,2025-03-19,22.1,45.4,102,100,1020.0,10.2
3122,2025-03-20,19.5,41.0,91,100,1019.4,10.8
3123,2025-03-21,49.9,99.4,122,96,1008.3,11.9
3124,2025-03-22,39.2,88.6,137,82,998.5,13.2
3125,2025-03-23,10.3,22.3,8,91,1000.1,9.8
3126,2025-03-24,9.6,21.6,17,72,1005.6,10.6
3127,2025-03-25,14.5,36.0,323,21,1010.5,12.3
3128,2025-03-26,19.9,44.3,352,25,1009.7,13.9
3129,2025-03-27,12.9,30.6,340,55,1006.9,13.4
3130,2025-03-28,31.8,67.3,306,33,1004.4,13.5
3131,2025-03-29,36.1,76.7,328,52,1005.0,12.3
3132,2025-03-30,20.7,45.4,336,25,1010.5,13.7
3133,2025-03-31,24.0,54.4,353,10,1009.9,14.7
3134,2025-04-01,27.1,54.7,50,22,1006.0,12.6
3135,2025-04-02,26.4,56.5,112,95,1006.0,11.4
3136,2025-04-03,20.6,46.8,133,85,1012.3,14.0
3137,2025-04-04,10.5,20.9,42,95,1010.3,13.2
3138,2025-04-05,11.7,23.4,11,34,1005.8,14.6
3139,2025-04-06,16.5,37.1,343,0,1002.5,17.7
3140,2025-04-07,15.4,29.2,2,27,1010.4,13.2
3141,2025-04-08,13.1,31.3,186,10,1015.5,12.3
3142,2025-04-09,12.3,30.6,137,82,1013.7,12.9
3143,2025-04-10,10.1,27.4,150,18,1014.7,12.8
3144,2025-04-11,9.2,25.9,159,88,1013.7,12.0
3145,2025-04-12,17.8,41.4,115,82,1007.2,14.2
3146,2025-04-13,15.9,32.4,45,100,1004.1,13.6
3147,2025-04-14,20.5,44.6,120,100,1001.3,14.0
3148,2025-04-15,25.1,56.5,155,93,995.3,15.0
3149,2025-04-16,17.5,37.4,338,95,1000.5,12.3
3150,2025-04-17,25.0,55.1,304,42,1002.9,12.5
3151,2025-04-18,11.2,28.1,181,30,1007.3,11.6
3152,2025-04-19,39.3,78.8,133,86,999.6,14.5
3153,2025-04-20,22.2,49.0,169,28,1001.6,11.8
3154,2025-04-21,16.2,36.4,295,57,1007.1,14.7
3155,2025-04-22,20.0,40.7,314,79,1009.6,15.8
3156,2025-04-23,22.7,48.6,300,56,1011.3,14.7
3157,2025-04-24,25.3,55.1,301,11,1010.4,15.6
3158,2025-04-25,17.3,40.0,355,1,1008.1,15.7
3159,2025-04-26,14.6,28.8,324,69,1007.1,15.6
3160,2025-04-27,15.6,35.6,347,65,1012.2,16.3
3161,2025-04-28,11.2,28.1,12,11,1015.4,16.4
3162,2025-04-29,11.5,36.7,64,11,1015.2,16.6
3163,2025-04-30,8.4,23.4,81,1,1013.9,16.7
3164,2025-05-01,9.7,25.9,94,2,1013.2,16.5
3165,2025-05-02,14.5,35.3,101,53,1012.3,16.4
3166,2025-05-03,15.3,37.8,92,46,1009.0,17.0
3167,2025-05-04,14.2,27.4,43,100,1001.9,15.9
3168,2025-05-05,15.6,29.5,301,93,999.1,15.3
3169,2025-05-06,14.6,29.5,306,58,1003.5,13.7
3170,2025-05-07,12.2,23.8,307,54,1006.4,13.8
3171,2025-05-08,13.3,29.2,271,15,1004.9,13.6
3172,2025-05-09,12.5,30.6,101,66,1006.6,13.8
3173,2025-05-10,20.5,47.2,124,82,1009.2,15.8
3174,2025-05-11,20.5,46.4,97,86,1005.6,15.1
3175,2025-05-12,12.5,24.5,299,19,1005.7,15.9
3176,2025-05-13,9.3,24.5,37,54,1007.3,16.5
3177,2025-05-14,8.3,25.6,72,9,1008.7,16.4
3178,2025-05-15,19.2,41.0,344,9,1005.0,19.3
3179,2025-05-16,15.9,37.1,342,6,1005.9,18.5
3180,2025-05-17,15.4,31.3,300,1,1008.1,17.9
3181,2025-05-18,11.1,27.4,54,42,1008.8,16.9
3182,2025-05-19,21.2,48.6,96,95,1007.6,18.1
3183,2025-05-20,21.6,41.0,344,69,1007.2,18.8
3184,2025-05-21,21.0,43.6,295,75,1008.4,19.4
3185,2025-05-22,25.4,55.8,317,54,1006.5,17.5
3186,2025-05-23,20.9,47.2,337,25,1008.5,17.7
3187,2025-05-24,14.3,34.2,342,37,1011.0,18.8
3188,2025-05-25,20.5,43.6,285,39,1011.2,20.3
3189,2025-05-26,16.8,37.4,308,37,1012.1,21.9
3190,2025-05-27,15.8,35.6,331,27,1013.7,21.4
3191,2025-05-28,23.5,50.8,321,59,1014.4,22.8
3192,2025-05-29,17.2,38.5,4,53,1014.6,24.9
3193,2025-05-30,15.5,36.0,27,13,1013.4,23.8
3194,2025-05-31,11.7,31.3,171,36,1013.2,20.8
3195,2025-06-01,12.7,32.8,146,77,1011.5,20.5
3196,2025-06-02,12.8,29.5,255,100,1011.0,21.7
3197,2025-06-03,11.2,30.2,87,39,1008.0,20.9
3198,2025-06-04,15.4,34.6,157,70,1005.9,20.2
3199,2025-06-05,10.7,26.3,232,65,1009.3,20.1
3200,2025-06-06,13.4,33.1,184,54,1010.5,20.1
3201,2025-06-07,19.0,36.7,228,55,1009.1,22.2
3202,2025-06-08,18.9,38.5,313,3,1012.0,22.0
3203,2025-06-09,13.5,32.4,1,0,1012.9,22.3
3204,2025-06-10,13.1,32.4,212,8,1012.1,22.4
3205,2025-06-11,13.6,32.0,27,7,1008.0,25.7
3206,2025-06-12,12.7,34.6,118,47,1009.3,22.6
3207,2025-06-13,12.1,32.8,131,20,1012.2,22.9
3208,2025-06-14,10.3,28.4,141,41,1012.7,24.3
3209,2025-06-15,17.4,35.3,296,52,1012.7,25.8
3210,2025-06-16,26.2,55.8,3,7,1013.7,25.7
3211,2025-06-17,16.0,40.3,2,7,1012.9,24.8
3212,2025-06-18,14.1,33.8,178,0,1013.1,25.8
3213,2025-06-19,15.0,37.1,208,30,1012.2,26.2
3214,2025-06-20,15.9,38.2,217,29,1010.9,27.8
3215,2025-06-21,11.7,32.0,112,10,1010.4,26.9
3216,2025-06-22,12.5,33.1,131,38,1011.8,24.9
3217,2025-06-23,13.0,31.7,225,61,1010.8,27.0
3218,2025-06-24,16.6,40.3,185,46,1008.6,28.2
3219,2025-06-25,16.6,40.3,124,18,1007.6,26.2
3220,2025-06-26,18.9,41.8,326,23,1010.1,27.9
3221,2025-06-27,15.9,40.3,349,11,1013.5,29.2
3222,2025-06-28,16.4,38.2,8,1,1014.1,31.0
3223,2025-06-29,14.3,37.1,107,0,1012.2,30.7
3224,2025-06-30,14.3,35.3,161,24,1009.3,29.2
3225,2025-07-01,13.6,31.7,215,10,1007.9,30.6
3226,2025-07-02,12.9,34.6,186,13,1008.6,28.8
3227,2025-07-03,18.2,42.8,337,22,1011.7,29.5
3228,2025-07-04,17.5,39.2,2,48,1012.7,29.3
3229,2025-07-05,21.2,45.0,320,38,1009.5,29.6
3230,2025-07-06,18.6,46.1,291,50,1006.4,26.0
3231,2025-07-07,29.3,64.1,301,29,1004.2,23.2
3232,2025-07-08,24.7,55.1,327,3,1007.8,23.2
3233,2025-07-09,16.0,37.8,2,0,1011.0,24.0
3234,2025-07-10,15.2,35.6,22,0,1010.1,25.6
3235,2025-07-11,14.5,38.5,138,3,1007.6,24.1
3236,2025-07-12,16.0,38.2,152,90,1005.7,22.5
3237,2025-07-13,16.2,39.2,206,36,1006.8,22.9
3238,2025-07-14,12.3,29.9,241,9,1011.6,25.4
3239,2025-07-15,22.4,50.8,312,19,1011.6,27.4
3240,2025-07-16,17.8,35.6,327,0,1010.2,27.6
3241,2025-07-17,11.9,29.5,354,0,1007.5,28.9
3242,2025-07-18,13.7,32.8,67,22,1004.6,27.9
3243,2025-07-19,17.1,38.9,123,59,1003.1,24.3
3244,2025-07-20,14.5,35.6,176,59,1000.5,24.0
3245,2025-07-21,21.7,49.7,306,45,1003.7,23.8
3246,2025-07-22,17.2,34.2,293,13,1008.3,24.2
3247,2025-07-23,16.7,37.1,298,65,1007.0,23.6
3248,2025-07-24,19.3,42.5,309,58,1006.6,22.9
3249,2025-07-25,21.8,50.0,321,36,1007.7,23.2
3250,2025-07-26,27.4,57.2,320,25,1008.1,25.3
3251,2025-07-27,22.1,48.6,308,67,1008.6,24.7
3252,2025-07-28,27.8,64.4,338,36,1007.9,23.9
3253,2025-07-29,20.2,49.7,348,11,1009.7,24.6
3254,2025-07-30,22.7,48.6,325,35,1010.2,25.4
3255,2025-07-31,16.3,36.7,316,2,1010.0,25.6
3256,2025-08-01,21.7,49.3,308,12,1006.9,26.7
3257,2025-08-02,23.4,52.6,312,20,1006.4,25.4
3258,2025-08-03,18.6,40.7,357,6,1010.3,24.7
3259,2025-08-04,13.9,32.4,315,54,1012.6,25.9
3260,2025-08-05,26.0,58.0,324,8,1011.2,27.9
3261,2025-08-06,21.3,44.6,10,54,1011.9,26.6
3262,2025-08-07,13.6,35.3,169,11,1011.7,24.4
3263,2025-08-08,13.2,34.6,181,18,1012.8,24.5
3264,2025-08-09,13.1,32.4,184,4,1012.7,25.3
3265,2025-08-10,9.4,27.4,32,11,1012.0,30.5
3266,2025-08-11,14.6,36.7,58,0,1009.6,29.6
3267,2025-08-12,13.6,35.3,189,29,1008.6,28.0
3268,2025-08-13,12.4,33.1,156,16,1008.3,27.8
3269,2025-08-14,13.9,33.8,4,78,1008.6,31.0
3270,2025-08-15,9.8,29.2,9,3,1010.5,31.5
3271,2025-08-16,19.1,44.3,5,4,1008.6,33.6
3272,2025-08-17,22.0,49.7,6,0,1006.3,31.6
3273,2025-08-18,16.3,39.2,24,19,1006.1,29.1
3274,2025-08-19,10.8,30.6,40,89,1005.4,26.1
3275,2025-08-20,13.4,40.0,327,64,1002.8,22.9
3276,2025-08-21,18.7,38.5,295,46,1002.7,22.1
3277,2025-08-22,16.0,38.5,329,23,1006.8,23.8
3278,2025-08-23,11.5,29.2,333,0,1008.1,22.7
3279,2025-08-24,15.9,31.3,4,18,1008.3,24.0
3280,2025-08-25,11.7,30.2,101,62,1009.7,21.9
3281,2025-08-26,9.9,26.6,113,90,1007.3,23.5
3282,2025-08-27,17.4,40.0,143,82,1004.8,24.1
3283,2025-08-28,22.2,47.2,308,85,1001.1,22.7
3284,2025-08-29,22.3,43.9,267,39,1002.8,19.7
3285,2025-08-30,21.7,47.5,295,22,1005.6,21.3
3286,2025-08-31,18.8,43.2,143,54,1005.0,21.3
3287,2025-09-01,27.1,49.3,314,69,1003.3,21.6
3288,2025-09-02,16.5,38.2,274,31,1007.8,20.8
3289,2025-09-03,14.1,36.0,198,20,1008.7,22.3
3290,2025-09-04,18.9,48.6,104,73,1008.2,21.6
3291,2025-09-05,14.3,30.2,342,7,1013.3,22.2
3292,2025-09-06,13.7,35.6,56,5,1012.6,21.1
3293,2025-09-07,15.1,39.2,89,53,1011.0,21.5
3294,2025-09-08,16.9,40.7,343,68,1008.5,23.6
3295,2025-09-09,15.3,30.6,335,96,1006.5,23.1
3296,2025-09-10,21.4,48.2,293,36,1003.7,22.5
3297,2025-09-11,22.7,50.0,295,33,1009.3,21.7
3298,2025-09-12,18.3,42.5,263,51,1013.3,21.0
3299,2025-09-13,15.3,30.2,17,79,1012.7,17.6
3300,2025-09-14,18.4,40.7,288,62,1013.1,20.9
3301,2025-09-15,15.4,36.7,261,17,1013.2,23.7
3302,2025-09-16,12.2,26.6,0,52,1015.4,22.8
3303,2025-09-17,11.1,22.0,357,97,1015.3,21.9
3304,2025-09-18,13.1,33.5,113,16,1016.9,21.6
3305,2025-09-19,10.1,28.4,83,5,1018.4,20.3
3306,2025-09-20,13.8,36.7,100,33,1014.8,21.5
3307,2025-09-21,21.7,47.5,110,88,1007.6,20.9
3308,2025-09-22,15.0,34.6,298,47,1006.3,18.5
3309,2025-09-23,21.2,47.9,301,32,1009.5,15.2
3310,2025-09-24,24.9,55.1,295,45,1010.8,14.4
3311,2025-09-25,19.6,43.9,295,66,1011.8,15.3
3312,2025-09-26,12.8,37.8,300,32,1012.1,14.2
3313,2025-09-27,12.1,24.1,356,39,1012.7,14.9
3314,2025-09-28,8.5,22.3,4,96,1011.7,14.6
3315,2025-09-29,9.6,18.4,334,23,1011.8,17.0
3316,2025-09-30,16.3,32.0,358,20,1013.0,17.7
